Description,Analysis results,Description Translated,Description Cleaned Translated
Hay algo más triste que un Ku klux klan SUDACA??? pero negry el verdadero KKK te incineraría a vos y a toda tu familia con la mirada nomás,0,"Is there anything sadder than a Ku Klux Klan SUDACA??? But Negry, the real KKK would incinerate you and your entire family with just one look.","Is there anything sadder than a Ku Klux Klan SUDACA??? But Negry, the real KKK would incinerate you and your entire family with just one look."
Que Panchito le diga que sea lo que sea igual va a arder en las pailas https://t.co/w1hmMLD2GF,0,Let Panchito tell him that whatever it is is going to burn in the pans https://t.co/w1hmMLD2GF,Let Panchito tell him that whatever it is is going to burn in the pans.
"Súper, pero tú ya no eres inmigrante, eres un chileno.. y ellos aportaron para que tú lo fueras...yo no puedo ir de visita a poner reglas en la casa que me recibe... https://t.co/zquW3JH5DC",0,"Great, but you are no longer an immigrant, you are a Chilean... and they contributed so that you were... I can't go visit to set rules in the house that receives me... https://t.co /zquW3JH5DC","Super, but you are no longer an immigrant, you are a Chilean. . and they contributed so that you could be. .. I can't go visit to set rules in the house that receives me. .."
"@aquiyoelpancho @fnovoaz @GiorgioJackson Bajo tu lógica el banco central debería estar a disposición de los políticos para emitir como enfermos de la cabeza... Panchito, parece que lo suyo no va por esta área.",0,"@aquiyoelpancho @fnovoaz @GiorgioJackson Under your logic, the central bank should be at the disposal of politicians to broadcast as if they are sick in the head... Panchito, it seems that yours is not in this area.","Under your logic, the central bank should be at the disposal of politicians to issue as if they were sick in the head. .. Panchito, it seems that yours is not in this area."
Esta mañana he conocido a un héroe. Podéis leer la historia en ⁦@EFEnoticias⁩  https://t.co/2qSRISSI7z,0,This morning I met a hero. You can read the story at @EFEnoticias https://t.co/2qSRISSI7z,This morning I met a hero. You can read the story at @EFEnoticias
NEGRO DE MIERDA UNICO ALGUIEN EN EL MUNDO QUE ES EL DIABLO,0,FUCKING BLACK ONLY SOMEONE IN THE WORLD WHO IS THE DEVIL,FUCKING BLACK ONLY SOMEONE IN THE WORLD WHO IS THE DEVIL
@facundopaez88 llámame el rey del marketing jajaja dsps t invito un panchito amigo :)),0,@facundopaez88 call me the king of marketing hahaha dsps I invite a panchito friend :)),Call me the king of marketing hahaha dsps I invite you a friend :))
@alferdez @evoespueblo Gracias soy ecuatoriana inmigrante!! Recuperemos América Latina!!!! Fuera yanqui!!!,0,"@alferdez @evoespueblo Thank you, I am an Ecuadorian immigrant!! Let's recover Latin America!!!! Yankee out!!!","Thank you, I am an Ecuadorian immigrant!! Let's recover Latin America!!!! Yankee out!!!"
"chale raza, fui al model a hacerle una recarga a mi abuela, por qué me gritan ""PUTO NEGRO BORRACHO!!""",0,"chale race, I went to the model to give my grandmother a refill, why do they yell at me ""FUCKING DRUNK BLACK!!""","chale race, I went to the model to give my grandmother a refill, why do they yell at me ""FUCKING DRUNK BLACK!!"""
100% orgulloso de ser sudaca. https://t.co/42KfoAsC65,0,100% proud to be Sudaca. https://t.co/42KfoAsC65,100% proud to be Sudaca.
"Al parecer Panchito es un término peyorativo para referirse a los latinos. Nada que decir, está claro que eres un hijueputa y que te faltó cariño de tus padres. https://t.co/kAVZVoC7w6",0,"Apparently Panchito is a pejorative term for Latinos. Nothing to say, it is clear that you are a son of a bitch and that you lacked affection from your parents. https://t.co/kAVZVoC7w6","Apparently Panchito is a pejorative term for Latinos. Nothing to say, it is clear that you are a son of a bitch and that you lacked affection from your parents."
"@PabloRubiok7 Maxi con todo el amor del mundo q le tengo no esta para titular, o en su defecto, deberia jugar de extremo. Panchito y Castro entraron y se noto diferencia fisica q es totalmente normal. Esta para jugar un tiempo exigiendose al maximo fisicamente. Eso ya es un cambio grande",0,"@PabloRubiok7 Maxi, with all the love in the world that I have for him, is not a starter, or failing that, he should play as a winger. Panchito and Castro entered and there was a physical difference that was totally normal. You are here to play for a while, physically demanding yourself to the maximum. That's already a big change.","Maxi, with all the love in the world that I have for him, is not a starter, or failing that, he should play as a winger. Panchito and Castro entered and there was a physical difference that was totally normal. You are here to play for a while, physically demanding yourself to the maximum. That's already a big change."
"@MuniLima @JorgeMunozPe IRRESPONSABLE, SIN ESTUDIO DE IMPACTO AMBIENTAL NI SOSTENIBILIDAD quiere llevar AMBULANTES de la PARADA, que es  problema de LA VICTORIA, solo por ser AMIGO de FORSYTH. POR QUE NO LO DEJA en el PARQUE del INMIGRANTE de dicho distrito? Ah porque es obra de su amiga Susana VILLARÁN",0,"@MuniLima @JorgeMunozPe IRRESPONSIBLE, WITHOUT AN ENVIRONMENTAL IMPACT STUDY OR SUSTAINABILITY, wants to carry STOP STARTERS, which is LA VICTORIA's problem, just for being a FRIEND of FORSYTH. WHY DON'T YOU LEAVE IT IN the IMMIGRANT PARK of said district? Oh because it is the work of her friend Susana VILLARÁN","IRRESPONSIBLE, WITHOUT AN ENVIRONMENTAL IMPACT OR SUSTAINABILITY STUDY, he wants to carry STOP WALKERS, which is LA VICTORIA's problem, just for being a FRIEND of FORSYTH. WHY DON'T YOU LEAVE IT IN the IMMIGRANT PARK of said district? Oh because it is the work of her friend Susana VILLARÁN"
"En este reporte (que propició la dotación de la beca 🤓) indagamos en cómo se instala mediáticamente una retórica xenófoba y antiimigrante con intenciones políticas o alentadas por una sed enfermiza de rating. ¡Ningún inmigrante es ilegal! (3/3)
https://t.co/joQ2TuXpXz",0,"In this report (which led to the grant of the scholarship 🤓) we investigate how xenophobic and anti-immigrant rhetoric is installed in the media with political intentions or encouraged by an unhealthy thirst for ratings. No immigrant is illegal! (3/3)
https://t.co/joQ2TuXpXz",In this report (which led to the grant of the scholarship 🤓) we investigate how xenophobic and anti-immigrant rhetoric is installed in the media with political intentions or encouraged by an unhealthy thirst for ratings. No immigrant is illegal! (3/3)
"@karinamag2008 @jaimebaylys Mitómano. Baylis puede decir que es libertario y no apoyar a Trump,pero en la realidad siempre se inclinó hacia el pienso yo por tener audiencia del cubano inmigrante anticastrista de Florida. Y en la realidad que hizo por Latinoamérica? Sólo impuso sanciones a Maduro...",0,"@karinamag2008 @jaimebaylys Mythomaniac. Baylis can say that he is a libertarian and does not support Trump, but in reality he has always leaned towards the I think because he had an audience with the anti-Castro Cuban immigrant from Florida. And in reality, what did he do for Latin America? He only imposed sanctions on Maduro...","mythomaniac Baylis can say that he is a libertarian and does not support Trump, but in reality he has always leaned towards the I think because he had an audience with the anti-Castro Cuban immigrant from Florida. And in reality, what did he do for Latin America? He only imposed sanctions on Maduro. .."
Muero por un panchito en la flora,0,I'm dying for a panchito in the flora,I'm dying for a panchito in the flora
"Aquí la carta recibida de un amigo, inmigrante español LEGAL en Estados Unidos, con cheque de 1.200$ por el impacto económico causado por las medidas del #COVID mientras a nosotros en España nos suben todos los impuestos, si va firmado por @realDonaldTrump

#SocialismoEsMiseria https://t.co/FRYwWC9FEO",0,"Here is the letter received from a friend, a LEGAL Spanish immigrant in the United States, with a check for $1,200 for the economic impact caused by the #COVID measures while all our taxes are raised in Spain, if it is signed by @realDonaldTrump

#SocialismIsMiseria https://t.co/FRYwWC9FEO","Here is the letter received from a friend, a LEGAL Spanish immigrant in the United States, with a check for $1,200 for the economic impact caused by the measures while we in Spain are raising all taxes, if it is signed by"
KJJJJ wtf valen como va a darle libertad a los latinos SI LOS DEPORTÓ y quería construir una PARED entre méxico y usa??? hermano es injustificable tu apoyo a trump como sudaca si te ve y te escupe jate joder https://t.co/1LUuS7wY1r,0,"KJJJJ wtf they are worth how he is going to give freedom to the Latinos IF HE DEPORTED THEM and wanted to build a WALL between Mexico and the USA??? Brother, your support for Trump is unjustifiable, how he sudaca if he sees you and spits on you, fuck off https://t.co/1LUuS7wY1r","KJJJJ wtf they are worth how he is going to give freedom to the Latinos IF HE DEPORTED THEM and wanted to build a WALL between Mexico and the USA??? brother, your support for trump is unjustifiable, how he sudaca if he sees you and spits on you, fuck off"
@AnaMercedesDiaz Los votos que llegaron por correo LEGALMENTE! se siguen contando y #BidenHarris2020 le sigue metiendo una paliza al pussy grabber anti- inmigrante racista trump. Deje de mentir!,0,@AnaMercedesDiaz The votes that arrived by mail LEGALLY! They continue to be counted and #BidenHarris2020 continues to beat up the racist anti-immigrant pussy grabber Trump. Stop lying!,The votes that arrived by mail LEGALLY! They continue to count each other and Trump continues to beat up the racist anti-immigrant pussy grabber. Stop lying!
"@nerinanerinaa Yo también. Más los que les llenaron de miedo y mierda la cabeza a los nenes. Ay si te juntas con panchito, se te muere el abuelo. Más hijo de puta no se consigue.",0,"@nerinanerinaa Me too. Plus those that filled the kids' heads with fear and shit. Oh, if you get together with Panchito, your grandfather will die. You can't get more son of a bitch.","Me too. Plus those that filled the kids' heads with fear and shit. Oh, if you get together with Panchito, your grandfather will die. You can't get more son of a bitch."
los modelos de gucci..... tienen cara de q si me ven en la calle me llaman rata sudaca,0,Gucci models... they have a face that if they see me on the street they call me a sudaca rat,Gucci models. .. .. they have a face that if they see me on the street they will call me a sudaca rat
"Una gran historia global, en síntesis: un inmigrante turco en Alemania funda BioNTech, se alían con Pfizer con ayuda de la UE a la I+D+i, y consiguen la vacuna en tiempo récord. Una historia cosmopolita de cooperación científica ejemplar entre instituciones y empresa privada 👏🏻👏🏻 https://t.co/mQCNql8izL",0,"A great global story, in summary: a Turkish immigrant in Germany founded BioNTech, they teamed up with Pfizer with help from the EU for R&D&I, and they obtained the vaccine in record time. A cosmopolitan story of exemplary scientific cooperation between institutions and private companies 👏🏻👏🏻 https://t.co/mQCNql8izL","A great global story, in summary: a Turkish immigrant in Germany founded BioNTech, they teamed up with Pfizer with help from the EU for R&D&I, and they obtained the vaccine in record time. A cosmopolitan story of exemplary scientific cooperation between institutions and private companies 👏🏻👏🏻"
"@Helsivus No amigo, el venezolano que es delincuente merece todo el peso de la ley del país que lo reciba. Hay muchísima gente decente que intenta hacer vida como inmigrante y por culpa de estas alimañas son tratados como miseria humana.",0,"@Helsivus No friend, the Venezuelan who is a criminal deserves the full weight of the law of the country that receives him. There are many decent people who try to make a life as immigrants and because of these vermin they are treated like human misery.","No friend, the Venezuelan who is a criminal deserves the full weight of the law of the country that receives him. There are many decent people who try to make a life as immigrants and because of these vermin they are treated like human misery."
"@NathanielParish @DeniseDresserG Bueno libertades no, oportunidades UD dirá una mujer en la vicepresidencia, negra (así lo dijo ella,), origen inmigrante, así como los millones de Mexicanos que trabajan y que mandan remesas, de las que UD se cuelga, como logro propio, o es que ya paro la emigración de paisanos?",0,"@NathanielParish @DeniseDresserG Well, no freedoms, opportunities. You will say a woman in the vice presidency, black (that's what she said), immigrant origin, as well as the millions of Mexicans who work and send remittances, on which you hang, like own achievement, or has the emigration of countrymen already stopped?","Well, no freedoms, opportunities, you will say, a woman in the vice presidency, black (that's what she said), immigrant origin, as well as the millions of Mexicans who work and send remittances, on which you hang on, as your own achievement, or Has the emigration of countrymen stopped?"
"Ahora a todas les gusta que bailen turró, yo bailaba turró y me decían que era un negro de mierda 😭😭",0,"Now everyone likes to dance turró, I danced turró and they told me I was a shitty black guy 😭😭","Now everyone likes to dance turró, I danced turró and they told me I was a shitty black guy 😭😭"
"Año y medio sin ir a 🇪🇸Villarcayo (norte de Burgos)

Dejamos el carro (si, Sudaca) en la plaza, caminamos x la calle PEATONALIZADA al lado del Ayto @VillarcayoMCV y el Juzgado, SE cruza carro placa 2254 a calle a la derecha: ¡menos mal q dejamos d caminar xq nos pudo pisar! ... https://t.co/nYsMACkzfe",0,"Year and a half without going to 🇪🇸Villarcayo (north of Burgos)

We left the car (yes, Sudaca) in the square, we walked along the PEDESTRIAN street next to the City Hall @VillarcayoMCV and the Court, the car crossed the street plate 2254 on the right: thank goodness we stopped walking because it could have stepped on us! ... https://t.co/nYsMACkzfe","Year and a half without going to 🇪🇸Villarcayo (north of Burgos)
We left the car (yes, Sudaca) in the square, we walked along the PEDESTRIAN street next to the Town Hall and the Court, the car crossed the street plate 2254 on the right: thank goodness we stopped walking because it could have stepped on us! .."
"Otro artículo para ridiculizar a la comunidad inmigrante más trabajadora de España. Le respondo Sr. juntaletras: te vigilan porque en España hay unas leyes de cachondeo, por eso hay mucho chorizo nacional e importado @PelayoAlvarezM https://t.co/XgGUdHF0JY",0,"Another article to ridicule the hardest working immigrant community in Spain. I respond, Mr. Juntaletras: they monitor you because in Spain there are joke laws, that's why there is a lot of national and imported chorizo ​​@PelayoAlvarezM https://t.co/XgGUdHF0JY","Another article to ridicule the hardest working immigrant community in Spain. I respond, Mr. Juntaletras: they are watching you because in Spain there are joke laws, that's why there is a lot of national and imported chorizo."
Border Patrol atropella y mata a inmigrante. https://t.co/KoNhzdaRoR,0,Border Patrol runs over and kills an immigrant. https://t.co/KoNhzdaRoR,Border Patrol runs over and kills an immigrant.
@edu_gtf Que es un panchito? Jajajaja,0,@edu_gtf What is a panchito? Hahaha,What is a panchito? Hahaha
"De donde sacó Maxi Montenegro que Kamala Harris es inmigrante? 
Habla boludeces. 😆",0,"Where did Maxi Montenegro get that Kamala Harris is an immigrant?
She talks nonsense. 😆","Where did Maxi Montenegro get that Kamala Harris is an immigrant?
She talks nonsense. 😆"
Es un nuevo amanecer para la comunidad inmigrante en la ciudad. Nuestra historia en #NY1Noticias @votejgr @NICE4Workers https://t.co/G88QPz00zP,0,It is a new dawn for the immigrant community in the city. Our story in #NY1Noticias @votejgr @NICE4Workers https://t.co/G88QPz00zP,It is a new dawn for the immigrant community in the city. Our history in
Panchito !!! Bienvenido a casa 🏠 https://t.co/2Ulg2gvflR,0,Panchito!!! Welcome home 🏠 https://t.co/2Ulg2gvflR,Panchito!!! Welcome home 🏠
qué lindo jimin parece una inmigrante italiana del siglo 20 me vuelvo loca https://t.co/YWefQq6T3e,0,"How cute Jimin looks like an Italian immigrant from the 20th century, I'm going crazy https://t.co/YWefQq6T3e","How cute Jimin looks like an Italian immigrant from the 20th century, I go crazy"
@Boniato1981 @vox_es no conoces mucho de movimientos migratorios ni has sido inmigrante,0,@Boniato1981 @vox_es you do not know much about migratory movements nor have you been an immigrant,You do not know much about migratory movements nor have you been an immigrant
"@El_69_QueBonito @AmoedoCom Creo, que su ascendencia esta tb mezclada, su madre parece que  era inmigrante. No sé lo que imperara, pero muy ajustadas las neuronas no las tiene",0,"@El_69_QueBonito @AmoedoCom I think his ancestry is also mixed, his mother seems to have been an immigrant. I don't know what prevailed, but the neurons don't have very tight","I think his ancestry is also mixed, his mother seems to have been an immigrant. I don't know what prevailed, but the neurons don't have very tight"
@Delta_Golf_Papa @porquetendencia El color de piel de esos tres estan entre mas negro que alma de politico o mas negro que contrato de Inmigrante,0,@Delta_Golf_Papa @ Porquetendencia The skin color of those three are between blacker than the soul of a politician or blacker than the immigrant contract,The skin color of those three are between blacker than the soul of a politician or blacker than the immigrant contract.
"@abuelitadinamit Si Kamala Harris lleva un ""Cagolina Hegega"", Carolina Herrera es mujer e inmigrante. Pero si lo llevase Rocío Monasterio nos dirían el coste del modelito y Carolina Herrera sería exmarquesa e hija de un comandante (que lo es)

Llevan a la borregada por dónde les da la gana.",0,"@abuelitadinamit If Kamala Harris wears a ""Cagolina Hegega"", Carolina Herrera is a woman and an immigrant. But if Rocío Monasterio wore it, they would tell us the cost of the outfit and Carolina Herrera would be an ex-marquise and daughter of a commander (which she is).

They take the sheep wherever they want.","If Kamala Harris wears a ""Cagolina Hegega"", Carolina Herrera is a woman and an immigrant. But if Rocío Monasterio wore it, they would tell us the cost of the outfit and Carolina Herrera would be an ex-marquise and daughter of a commander (which she is).
They take the sheep wherever they want."
"@Filom24 @diegopaez04 @porquetendencia @RiverPlate @Libertadores Y en la Sudaca, y en 2015, y en Mendoza...",0,"@Filom24 @diegopaez04 @ Porquetendencia @RiverPlate @Libertadores And in Sudaca, and in 2015, and in Mendoza...","And in Sudaca, and in 2015, and in Mendoza. .."
Me vas a insultar a mi? Que se lo que es tener un pariente inmigrante ilegal en USA? Ponele la misma energía a pelear contra los opresores no contra los aliados! https://t.co/vbg3PacTLw,0,Are you going to insult me? Do I know what it's like to have an illegal immigrant relative in the USA? Put the same energy into fighting against the oppressors not against the allies! https://t.co/vbg3PacTLw,Are you going to insult me? Do I know what it's like to have an illegal immigrant relative in the USA? Put the same energy into fighting against the oppressors not against the allies!
"@Alex50480440 @MarceloLarin1 Lo que has mencionado no es nuevo para mí, Si lo sabré yo que alguna vez fuí un inmigrante, pero así como hay gente de México mala también me topé con gente de ese país muy buena y que ayuda, es que el racismo está en todas partes y requerirá de mucho esfuerzo para harcerlo caer.",0,"@Alex50480440 @MarceloLarin1 What you have mentioned is not new to me. I know that I was once an immigrant, but just as there are bad people from Mexico, I also came across very good and helpful people from that country. Racism is everywhere and it will take a lot of effort to bring it down.","What you have mentioned is not new to me. If I know it, I was once an immigrant, but just as there are bad people from Mexico, I also came across very good and helpful people from that country. Racism is everywhere. parts and will require a lot of effort to make it fall."
"@LeyendaLobo @_anapastor_ No te entiendo bien... entonces decir ""negro de mierda"" es libertad de expresión y no ser un racista? Claro, típicas políticas de ""igualdad"".",0,"@LeyendaLobo @_anapastor_ I don't understand you well... so saying ""fucking black"" is freedom of expression and not being a racist? Sure, typical ""equality"" policies.","I don't understand you well. ..so saying ""fucking nigger"" is freedom of expression and not being a racist? Sure, typical ""equality"" policies."
Las agujetas en la barriga de follar como un puto simio,0,The tightness in the belly from fucking like a fucking ape,The tightness in the belly from fucking like a fucking ape
"@TioAxelBv Que estaban trabajando y alguien se le cayo el pne en un cable por lo que provoco un fallo en todos los servidores, y se murio mi pajaro panchito :(((",0,"@TioAxelBv They were working and someone dropped the pne in a cable which caused a failure in all the servers, and my panchito bird died :(((","They were working and someone dropped the PNE on a cable which caused a failure in all the servers, and my panchito bird died:((("
"@Manufer222 @losmejoreslyl Comparar a un inmigrante ilegal con un ""chiringuito"" es muy frívolo, la culpa no es de ellos sino del sistema y de aquellos que lo manejan.",0,"@Manufer222 @losmejoreslyl Comparing an illegal immigrant to a ""beach bar"" is very frivolous, the fault is not theirs but the system and those who run it.","Comparing an illegal immigrant to a ""chiringuito"" is very frivolous, the fault is not theirs but the system and those who run it."
@juanchin1986 Y depende de cada uno. Con el tiempo me di cuenta que fue uno más. Cuando tuvo que demostrar que era el líder y ponerse a Boca en las espaldas se lo comieron en un panchito y priorizo su bronca con Tévez antes de pensar en el club. Mira si Palermo o Román hubieran hecho eso...,0,"@juanchin1986 And it depends on each one. Over time I realized that it was one more. When he had to show that he was the leader and put Boca on his back, they ate him in a sandwich and prioritized his fight with Tévez before thinking about the club. Look if Palermo or Román had done that...","And it depends on each one. Over time I realized that it was one more. When he had to show that he was the leader and put Boca on his back, they ate him in a sandwich and he prioritized his fight with Tévez before thinking about the club. See if Palermo or Román would have done that. .."
"@nuneznoda ...y la vacuna se desarrolla en consorcio entre una Biotech alemana y Pfizer, bien lejos del ojo electorero-conspiranóico. Ya hace un mes están publicando sobre el alemán investigador, inmigrante turco, que también trabaja en una vacuna del cáncer. Una pelusa.",0,"@nuneznoda ...and the vaccine is developed in a consortium between a German Biotech and Pfizer, far away from the electoral-conspiracy eye. For a month now they have been publishing about the German researcher, a Turkish immigrant, who is also working on a cancer vaccine. A piece of fluff.",". .. and the vaccine is developed in a consortium between a German Biotech and Pfizer, far away from the electoral-conspiracy eye. For a month now they have been publishing about the German researcher, a Turkish immigrant, who is also working on a cancer vaccine. A piece of fluff."
"@salvadorsanvil1 @NachoPrepublica Siendo inmigrante o no, le aseguro a esta señora que no es uno de los rasgos de su personalidad que nos preocupen. Nos molesta más su chupipandi y sus soflamas",0,"@salvatorsanvil1 @NachoPrepublica Being an immigrant or not, I assure this lady that it is not one of the traits of her personality that worries us. She bothers us more with her chupipandi and her soflames.","Immigrant or not, I assure this lady that it is not one of her personality traits that worries us. About her We are more bothered by her chupipandi and her soflames"
"Qué cosa fantástica el sudaca que flashea nazismo o kkk. Flaco, si te ven los que impulsan ese movimiento allá no te dejan ni para repuesto de mogólico",0,"What a fantastic thing, the Sudaca who flashes Nazism or KKK. Skinny, if those who promote that movement see you there, they won't even leave you as a replacement for a mongolian.","What a fantastic thing, the Sudaca who flashes Nazism or KKK. Skinny, if those who promote that movement see you there, they won't even leave you as a replacement for a mongolian."
"La actitud mas chupaverga que puede tener un sudaca es la de avalar/defender a trump. Che crack, te cuento que para el sos igual de valioso que un mono, y si encima te revelas, te invade. aaaaaa no banca ya no puede... bueno eso",0,"The most cocksucking attitude that a sudaca can have is to endorse/defend Trump. Che crack, I tell you that for him you are as valuable as a monkey, and if you reveal yourself, he invades you. aaaaaa no banking can no longer... well that","The most cocksucking attitude that a sudaca can have is to endorse/defend Trump. Che crack, I tell you that for him you are as valuable as a monkey, and if you reveal yourself, he invades you. no banking can no longer. .. well that"
@elpais_america Bien por Carolina Herrera. Pero el inmigrante en este contexto no es adecuado. Carolina Herrera es un orgullo para Venezuela pero no es una emigrante. Vive en donde quiere desde que quiere. Es como decir que Julio Iglesias o Miguel Bosé son inmigrantes.,0,@elpais_america Good for Carolina Herrera. But the immigrant in this context is not suitable. Carolina Herrera is a source of pride for Venezuela but she is not an emigrant. She lives where she wants as long as she wants. It is like saying that Julio Iglesias or Miguel Bosé are immigrants.,Good for Carolina Herrera. But the immigrant in this context is not suitable. Carolina Herrera is a source of pride for Venezuela but she is not an emigrant. She lives where she wants as long as she wants. It is like saying that Julio Iglesias or Miguel Bosé are immigrants.
"""Estamos felices de la vida porque él va a hacer mucho para todos los hispanos"": expresó un inmigrante ahora que Biden asumirá la presidencia. #BidenHarris2020 https://t.co/goR2j4xn7j",0,"""We are happy with life because he is going to do a lot for all Hispanics"": said an immigrant now that Biden will assume the presidency. #BidenHarris2020 https://t.co/goR2j4xn7j","""We are happy with life because he is going to do a lot for all Hispanics"": said an immigrant now that Biden will assume the presidency."
"@nikichiquito @trotrotrolas @ENHYPEN_members amas al pacho saavedra? quieres comer una cazuela con el? no te preocupes! ahora con el nuevo sistema, unete al #teamleopardo y te ayudamos a tener una cita con tu amado panchito saavedra https://t.co/WWRRfcg3Pj",0,"@nikichiquito @trotrotrolas @ENHYPEN_members do you love pacho saavedra? Do you want to eat a casserole with it? Don't worry! Now with the new system, join the #teamleopardo and we will help you have a date with your beloved Panchito Saavedra https://t.co/WWRRfcg3Pj","Do you love Pancho Saavedra? Do you want to eat a casserole with it? Don't worry! Now with the new system, join and we will help you have a date with your beloved panchito savedra"
"@JoseaMojicaP veo al campesino desinformado culpando al inmigrante venezolano. esa falsa narrativa no se puede permitir. 
entiendan bien cual es la causa de sus problemas https://t.co/YwV6gHVNTw",0,"@JoseaMojicaP I see the uninformed peasant blaming the Venezuelan immigrant. That false narrative cannot be allowed.
understand well what is the cause of his problems https://t.co/YwV6gHVNTw","I see the uninformed peasant blaming the Venezuelan immigrant. That false narrative cannot be allowed.
understand well what is the cause of your problems"
Cómo se van a enojar porque se fue iliana si es el tipo de persona infumable que por tener padres/abuelos italianos flashea inmigrante y se hace llamar tana cada 10 minutos literalmente insufrible,0,"How are they going to be angry because Iliana left if she is the type of unbearable person who, because she has Italian parents/grandparents, flashes as an immigrant and calls herself Tana every 10 minutes, literally insufferable","How are they going to be angry because Iliana left if she is the type of unbearable person who, because she has Italian parents/grandparents, flashes as an immigrant and calls herself Tana every 10 minutes, literally insufferable"
@HistoricoCAT Tengo entendido que los cupos de esta copa de liga profesional que se esta jugando son para Libertadores y Sudaca 2022.,0,@HistoricoCAT I understand that the quotas for this professional league cup that is being played are for Libertadores and Sudaca 2022.,I understand that the quotas for this professional league cup that is being played are for Libertadores and Sudaca 2022.
"Unos chavales le han gritado a mi hermano de 15 años ""puto moro de mierda"" riéndose y demás, mi hermano se lo ha dicho a su tutora antes de que vaya a más, cosa que recalcan mucho en los colegios. La respuesta de esta profesora ha sido: no ha sido nada, si pasa otra vez ya vemos",0,"Some kids have yelled at my 15-year-old brother ""fucking fucking Moor"" laughing and so on, my brother has told his tutor before he goes further, something that is emphasized a lot in schools. This teacher's response was: it was nothing, if it happens again we'll see.","Some kids have yelled at my 15-year-old brother ""fucking fucking Moor"" laughing and so on, my brother has told his tutor before he goes further, something that is emphasized a lot in schools. This teacher's response was: it was nothing, if it happens again we'll see."
"@jcvcastroXXI @jerivas1987 @elpais_america Sigue siendo una inmigrante, si me dices que nació en USA, ok, pero a movió de su país natal ya eso la hace llamar inmigrante no necesariamente se necesita una razón",0,"@jcvcastroXXI @jerivas1987 @elpais_america She is still an immigrant, if you tell me that she was born in the USA, ok, but she moved from her native country and that makes her call an immigrant, a reason is not necessarily needed","She is still an immigrant, if you tell me that she was born in the USA, ok, but she moved from her native country and that makes her call an immigrant, a reason is not necessarily needed."
"En la misma semana me han dicho que soy un rojo por darle una butaca, una manta y una merienda a un inmigrante de los que han llegado en las pateras masivas de estas semanas, y me han dicho facha porque algunos cazurros entiendieron lo que les dio la gana. This is Spain.",0,"In the same week they have told me that I am a redneck for giving an armchair, a blanket and a snack to one of those immigrants who have arrived in the massive boats of these weeks, and they have called me angry because some stupid people understood what he gave them he wins it. This is Spain.","In the same week they have told me that I am a redneck for giving an armchair, a blanket and a snack to one of those immigrants who have arrived in the massive boats of these weeks, and they have called me angry because some stupid people understood what he gave them he wins it. This is Spain."
"@PanteraDeChile Cuenten aquí, con un inmigrante de derecha si me quieren llamar, como constituyente, testigo de los crimenes del regimen cubano.",0,"@PanteraDeChile Count here, with a right-wing immigrant if you want to call me, as a constituent, a witness to the crimes of the Cuban regime.","Count here, with a right-wing immigrant if you want to call me, as a constituent, a witness to the crimes of the Cuban regime."
"Pido a todos los asturianos fachas que rajan del inmigrante que no aparezcan por aquí.
No los quiero ver delante de mí.",0,"I ask all Asturians who are angry with immigrants not to appear here.
I don't want to see them in front of me.","I ask all Asturians who are angry with immigrants not to appear here.
I don't want to see them in front of me."
"@RoyBarreras Ese engendro de Trump lo único que ama es el poder y el dinero...y no es que desprecie al pobre, al inmigrante o al negro...solo los desprecia cuándo ve que no tienen dinero 🤷🏼‍♀️",0,"@RoyBarreras That spawn of Trump, the only thing he loves is power and money... and it's not that he despises the poor, the immigrant or the black... he only despises them when he sees that they don't have money 🤷🏼‍♀️","The only thing that Trump monstrosity loves is power and money. ..and it's not that he despises the poor, the immigrant or the black. .. he only despises them when he sees that they don't have money 🤷🏼‍♀️"
"@DaniSPrK Pues viendo las esculturas griegas, o todos eran el puto negro del whatsapp o muy mal se lo han montado para que no estemos aún adorando a Zeus.",0,"@DaniSPrK Well, looking at the Greek sculptures, either they were all the fucking black people on WhatsApp or they have done a very bad job so that we are not still worshiping Zeus.","Well, looking at the Greek sculptures, either they were all the fucking black people on WhatsApp or they did a very bad job so that we are not still worshiping Zeus."
Venga pues págame las supuestas ayudas que gente como tú dice que me dan por ser inmigrante y mujer vamos rapidito https://t.co/3Se9QpbZFt,0,"Come on, pay me the supposed aid that people like you say they give me for being an immigrant and a woman, let's go quickly https://t.co/3Se9QpbZFt","Come on, pay me the supposed aid that people like you say they give me for being an immigrant and a woman, let's go quickly"
@ElLargo16 @TrainerAeilon @Yosutumaka @eljueves Es verdad que hay mucha gente latina que le vota pero sabes quienes son? Que parte de la poblacion inmigrante le vota?,0,@ElLargo16 @TrainerAeilon @Yosutumaka @eljueves It is true that there are many Latin people who vote for him but do you know who they are? What part of the immigrant population votes for you?,"It is true that there are many Latin people who vote for him, but do you know who they are? What part of the immigrant population votes for you?"
